"Jday","y1","y2","Tsoil","Tair","SWC","PAR","WS","PA","rH","LE","H","SR"
1,0.841470984807897,0.54030230586814,18.26,2.7809,21.8028571428571,-18.0156853805714,2.18805148571429,101.594942857143,77.244,-36.0932,-48.2,0.47
1.020833333,0.852543864146551,0.522655679875448,14.8934,2.8193,21.7885714285714,-18.0454549574286,2.26734905714286,101.595685714286,77.078,-48.6647,-53.4,0.52
1.041666667,0.863246729666347,0.504782214148198,14.8274,2.7425,21.7771428571429,-18.0826392405714,2.27243454285714,101.602428571429,77.41,-5.4545,-43,NA
1.0625,0.873574935167071,0.486689667701963,14.7631,2.6862,21.7742857142857,-18.118277578,2.29246374285714,101.614457142857,77.823,-34.2981333333333,-51.4,0.59
1.083333333,0.883523998605575,0.468385892067658,14.7006,2.666,21.7657142857143,-18.1600355251429,2.26162857142857,101.626285714286,78.107,-27.172925,-40.9,0.67
1.104166667,0.893089602418162,0.449878830411668,14.64,2.6299,21.76,-18.0875279714286,2.16810577142857,101.638542857143,78.065,-36.21834,-42.2,NA
1.125,0.902267594099095,0.431176516798666,14.5806,2.5724,21.7542857142857,-18.0456104537143,2.0641038,101.647485714286,78.175,0.4295,-36.1,0.78
1.145833333,0.911053990757632,0.412287067374895,14.524,2.4686,21.7514285714286,-17.9075341982857,2.04536397142857,101.652171428571,78.767,-16.6136666666667,-45.5,0.55
1.166666667,0.919444979384828,0.393218679469876,14.47,2.373,21.7514285714286,-17.9273845848571,2.03049254285714,101.6602,79.212,-25.138,-44.1,0.64
1.1875,0.927436917384868,0.373979630824533,14.4183,2.3429,21.7542857142857,-17.9254273751429,2.1198508,101.671942857143,79.507,-25.138,-40.7,0.59
1.208333333,0.935026336572518,0.354578270507059,14.3706,2.3664,21.7571428571429,-17.9813205451429,2.17489445714286,101.684942857143,79.606,-25.138,-43.1,NA
1.229166667,0.942209943383302,0.335023017999712,14.326,2.3964,21.7571428571429,-17.9352267042857,2.17188997142857,101.7028,79.656,-20.6187,-37.6,0.5
1.25,0.948984619355586,0.315322362395269,14.2837,2.4128,21.7628571428571,-16.6495673945143,2.08072831428571,101.726314285714,79.547,-10.5916,-40.1,NA
1.270833333,0.955347424552836,0.295484853080937,14.2437,2.4183,21.7771428571429,-4.52721198165714,2.010132,101.751028571429,79.538,-25.090275,-36.2,0.45
1.291666667,0.961295597716343,0.275519098813819,14.206,2.3616,21.7971428571429,34.2569266888571,1.88522525714286,101.777171428571,79.822,-16.0042,-38.5,0.45
1.3125,0.96682655669618,0.255433766888812,14.17,2.4221,21.8257142857143,104.635582680286,1.83385737142857,101.806285714286,80.187,-53.58744,-34.2,NA
1.333333333,0.9719379012849,0.235237573626969,14.1349,2.6775,21.8657142857143,205.656653639714,1.88758757142857,101.835485714286,79.808,-12.0579272727273,-33.4,0.46
1.354166667,0.976627413312219,0.21493928344322,14.1023,3.1254,21.9028571428571,334.531114056229,2.02567094285714,101.862228571429,78.356,-2.45762222222222,-4.1837,0.48
1.375,0.980893057023156,0.194547707988987,14.0746,3.7803,21.9285714285714,472.692745401086,2.1808164,101.884514285714,76.055,8.01762608695652,30.2,0.47
1.395833333,0.984732981312111,0.174071696482118,14.0546,4.5753,21.9542857142857,596.538031436286,2.32618525714286,101.901628571429,73.135,19.0732,98.3,0.48
1.416666667,0.98814551975913,0.15352013477052,14.0451,5.3479,21.9742857142857,714.216887875143,2.44402685714286,101.911828571429,69.992,33.1751733333333,134,0.49
1.4375,0.991129190953762,0.132901944452825,14.0514,6.0187,21.9942857142857,819.316214816857,2.48250771428571,101.906571428571,67.103,39.7085066666667,158.575,0.62
1.458333333,0.993682700120778,0.112226073087673,14.0777,6.638,22.0142857142857,882.606805043056,2.51306314285714,101.886742857143,64.661,54.7019034482759,177,0.45
1.479166667,0.995804939097892,0.0915014932569015,14.1266,7.192,22.0371428571429,280.5929898,2.51549714285714,101.857057142857,62.18,66.0837533333333,225,0.57
1.5,0.997494986604054,0.0707372016677029,14.2017,7.6602,22.0714285714286,291.9023867,2.52304942857143,101.820942857143,59.863,72.198275862069,207,NA
1.520833333,0.998752109250481,0.0499422092794814,14.3023,8.0884,22.0805555555556,298.407528275,2.64480305555556,101.736888888889,57.718,73.8566666666667,226,0.55
1.541666667,0.999575761459901,0.0291255403702651,14.4853,8.4802,21.15,305.69333584,4.801775,100.169,55.907,77.1866666666667,240,NA
1.5625,0.999965585678249,0.00829623162385838,16.625,9.2042,21.1333333333333,332.75522554,4.67346,100.161,56.693,58.2,232,0.57
1.583333333,0.999921412767054,-0.0125366777871736,16.6433,9.3427,21.125,383.41224496,4.3226725,100.1625,56.437,58.9,229,0.57
1.604166667,0.999443261864527,-0.0333641471282248,16.6625,9.6117,21.12,413.03270304,4.033024,100.1684,56.036,60.95,226,0.58
1.625,0.998531340539832,-0.0541771350269363,16.682,9.901,21.1,399.81118342,3.513858,100.1728,55.388,60.06,137,0.42
1.645833333,0.997186044565288,-0.0749666093953571,16.72,10.3,21.1,349.008676982,3.05312,100.1858,54.088,60.375,142,0.53
1.666666667,0.995407957719857,-0.0957235483461783,16.76,10.6,21.1,271.416308357,2.576002,100.2118,53.101,61.3,90.6,0.66
1.6875,0.993197851885375,-0.116438941124852,16.794,10.5,21.1,154.719409009,2.282108,100.2436,52.514,61.8,23.3,NA
1.708333333,0.990556686199473,-0.137103797998152,16.818,10.1,21.1,58.531340359,2.024318,100.283,52.575,36.3268666666667,-2.6727,0.55
1.729166667,0.987485606802219,-0.157709151156343,16.828,9.4301,21.1,4.515566301,1.985066,100.3316,53.747,1.6825,3.2277,NA
1.75,0.983985946873937,-0.178246055649492,16.816,8.6602,21.08,-15.309763123,1.80035,100.385,55.323,-58.65,-7.2965,0.46
1.770833333,0.98005922517216,-0.198705599203813,16.78,8.0482,21.06,-18.270193116,1.708282,100.436,57.102,-18.3359166666667,-2.918,NA
1.791666667,0.975707145722405,-0.219078903106249,16.726,7.5035,21.04,-18.289484992,1.78406,100.4858,59.211,-69.6,-0.434,0.53
1.8125,0.970931597797451,-0.239357123141322,16.658,7.0335,21.02,-18.27765703,1.972428,100.5366,61.099,-69.6,5.3433,0.51
1.833333333,0.96573465384401,-0.259531459296922,16.576,6.7508,21,-18.271728126,1.948016,100.5904,61.573,-80.4,0.516,0.49
1.854166667,0.960118569118872,-0.279593156627858,16.488,6.4475,21,-18.265108196,2.268902,100.648,61.476,-91.2,5.886,0.44
1.875,0.954085781609694,-0.299533506189574,16.394,6.0311,21,-18.262965298,2.513926,100.7112,60.369,-91.2,-1.2612,0.48
1.895833333,0.947638909359513,-0.319343854595501,16.296,5.6785,21,-18.266462794,2.52091,100.7756,57.265,-90.4,1.3815,0.57
1.916666667,0.940780750049658,-0.339015604856183,16.196,5.2631,21,-18.270185068,2.411072,100.8346,53.755,-98.2,-9.8608,NA
1.9375,0.933514280862376,-0.358540217306233,16.098,4.6902,21,-18.284397764,2.39738,100.886,51.005,-66.7333333333333,-8.6354,0.46
1.958333333,0.925842655213628,-0.377909218975906,16,4.0471,20.98,-18.292678716,2.206026,100.9296,49.237,-52.9,2.7136,NA
1.979166667,0.917769202284394,-0.397114204402546,15.904,3.4336,20.96,-18.29072714,1.995966,100.9668,48.727,-36.0932,1.6414,0.43
2,0.909297426825682,-0.416146836547142,15.806,2.8306,20.94,-18.293056794,1.991412,101.0088,49.635,-36.0932,-0.883,NA
2.020833333,0.90043100531235,-0.434998855943543,15.706,2.3285,20.92,-18.290575408,2.06316,101.0592,50.686,-48.6647,-2.8398,NA
2.041666667,0.891173785424653,-0.45366208147904,15.602,1.9203,20.9,-18.277262158,2.191842,101.1226,51.759,-5.4545,0.52,NA
2.0625,0.881529785796378,-0.47212841129696,15.496,1.5885,20.9,-18.263823026,2.32784,101.1936,52.651,-34.2981333333333,4.3913,0.36
2.083333333,0.871503191604729,-0.490389831687782,15.388,1.3449,20.9,-18.256240392,2.509804,101.2658,53.016,-27.172925,4.9285,0.34
2.104166667,0.861098354004124,-0.508438417835817,15.28,1.173,20.9,-18.251321622,2.603574,101.333,53.112,-36.21834,1.1186,0.43
2.125,0.850319789818452,-0.526266334704305,15.172,1.0126,20.9,-18.25387239,2.552474,101.3932,53.218,0.4295,4.6767,0.36
2.145833333,0.839172176584232,-0.54386584563372,15.068,0.793,20.9,-18.261182976,2.457132,101.4416,53.691,-16.6136666666667,-0.649,0.34
2.166666667,0.827660351938884,-0.561229313051628,14.966,0.55,20.9,-18.268521982,2.306302,101.493,54.308,-25.138,0.587,0.34
2.1875,0.815789313258297,-0.578349199336833,14.868,0.235,20.9,-18.268403304,2.225546,101.5418,55.624,-25.138,0.619,NA
2.208333333,0.803564212172626,-0.595218075091296,14.776,-0.014,20.88,-18.269067256,2.166884,101.5926,56.5,-25.138,1.1017,0.33
2.229166667,0.790990353911419,-0.611828619810391,14.686,-0.238,20.86,-18.253183254,2.135562,101.6438,57.236,-20.6187,-2.1694,0.31
2.25,0.778073196887921,-0.628173622722739,14.598,-0.441,20.84,-16.2663295554,2.068054,101.7046,57.684,-10.5916,1.1197,0.35
2.270833333,0.764818346708919,-0.644245990703424,14.514,-0.602,20.82,2.5366573286,1.95217,101.7628,57.893,-25.090275,0.76,NA
2.291666667,0.75123155547928,-0.660038748902048,14.432,-0.711,20.8,59.0386259406,1.87438,101.827,58.225,-16.0042,0.942,0.3
2.3125,0.737318721334619,-0.675545041554953,14.352,-0.699,20.8,156.8992447566,1.843516,101.8906,58.763,-53.58744,0.746,NA
2.333333333,0.723085881968577,-0.690758139508848,14.274,-0.458,20.8,295.5062442786,2.028334,101.95,58.394,-9.76143333333333,-0.956,NA
2.354166667,0.708539213899499,-0.705671440804203,14.198,0.0264,20.82,469.634639086,2.310488,102.0052,56.575,25.55,-0.717,NA
2.375,0.693685031953272,-0.720278471456692,14.128,0.717,20.84,658.81531374,2.694048,102.053,53.742,31.9,-4.5315,0.37
2.395833333,0.67852978233333,-0.73457289256185,14.072,1.5337,20.86,836.1438133,2.7882,102.0898,49.783,39.65,8.6186,0.38
2.416666667,0.66308004185232,-0.748548500831526,14.032,2.3663,20.86,989.78908986,2.851752,102.1136,45.683,44.16,13.7,0.41
2.4375,0.647342517367144,-0.762199229341495,14.018,3.0834,20.86,1114.4573491,2.755028,102.1232,42.297,53.12,33.50465,0.33
2.458333333,0.631324038418743,-0.775519154189405,14.032,3.7059,20.84,1045.99030463333,2.416556,102.1098,39.74,61.1,58.4,0.33
2.479166667,0.615031556431752,-0.788502494982189,14.076,4.3283,20.82,982.1815678,2.184952,102.0854,37.298,67.84,53.3,0.36
2.5,0.598472144103957,-0.801143615546934,14.15,4.9119,20.8,911.7512485125,2.177938,102.0516,35.12,70.9,33.2,NA
2.520833333,0.58165298764459,-0.813437030116113,14.25,5.426,20.8666666666667,837.209611788889,2.57834166666667,101.709333333333,33.103,73.1,5.4558,NA
2.541666667,0.564581385945115,-0.825377403764056,14.7433,6.4627,20.9,760.68329802,2.87022142857143,101.467142857143,36,68.3166666666667,-11.5,0.47
2.5625,0.547264749925465,-0.836959553078294,15.1114,7.2368,20.925,730.34332387,3.19437375,101.29275,38.097,67.1428571428571,-10.9,0.5
2.583333333,0.529710594401175,-0.848178451847932,15.3963,7.7581,20.9444444444444,694.45396388,3.18779444444444,101.163333333333,40.059,66.4625,4.7395,0.64
2.604166667,0.511926537228516,-0.859029231447464,15.6189,8.2251,20.96,633.42195758,3.168502,101.0687,41.672,65.3666666666667,11.9,0.6
2.625,0.493920298610089,-0.869507181465984,15.797,8.6161,20.94,540.03805561,2.908641,101.0788,42.869,62.18,4.7035,0.54
2.645833333,0.475699692622534,-0.879607754876471,15.872,8.8644,20.93,420.778350433,2.59219,101.0951,42.32,63.875,-3.5901,0.61
2.666666667,0.45727262633937,-0.889326568365466,15.937,8.9451,20.92,294.1947575604,2.209446,101.1174,42.11,63.5833333333333,-16.2,0.67
2.6875,0.438647099098633,-0.898659402917676,15.987,8.7092,20.91,164.3631566714,1.8794263,101.1474,42.97,60.375,-6.3297,0.56
2.708333333,0.419831193724271,-0.907602208445999,16.019,8.088,20.9,64.7631486844,1.6127063,101.1804,45.135,53.35,-56.9,0.63
2.729166667,0.400833075630093,-0.916151104065765,16.028,7.2068,20.9,6.4760568254,1.4026659,101.2166,48.639,5.046,-84.6,NA
2.75,0.381660992052332,-0.924302378632464,16.01,6.1979,20.89,-14.9379894846,1.2481307,101.2597,52.712,-58.65,32.6,0.69
2.770833333,0.362323262998985,-0.932052494814412,15.967,5.2236,20.88,-18.267371769,1.1563036,101.3052,56.925,-18.3359166666667,35.4,NA
2.791666667,0.342828280338387,-0.939398089310503,15.902,4.3449,20.86,-18.296818597,1.1898312,101.3498,61.023,-69.6,-4.0758,NA
2.8125,0.323184506999687,-0.946335973338945,15.82,3.6967,20.84,-18.281991091,1.2049487,101.3971,63.956,-69.6,-15.5,0.56
2.833333333,0.303400467685477,-0.952863136136682,15.724,3.2288,20.82,-18.275406758,1.2348323,101.445,65.552,-80.4,-22.3586,0.67
2.854166667,0.283484747948554,-0.958976745119789,15.621,2.8083,20.81,-18.26982809,1.4273325,101.4881,66.739,-91.2,-47.5,0.72
2.875,0.263445993363421,-0.964674146321316,15.512,2.3759,20.8,-18.267747787,1.6504426,101.5279,67.54,-91.2,-43.7333333333333,0.58
2.895833333,0.243292900038488,-0.9699528673038,15.401,2.0346,20.8,-18.266676027,1.8382247,101.5649,67.034,-90.4,-45.9,0.56
2.916666667,0.223034213684611,-0.974810617261675,15.29,1.7835,20.8,-18.268761162,1.9280022,101.5939,66.127,-98.2,-37.8,0.62
2.9375,0.202678728760867,-0.979245287406521,15.183,1.5383,20.8,-18.275543783,1.984091,101.6162,65.343,-66.7333333333333,-29.6,NA
2.958333333,0.182235278823365,-0.983254953281279,15.079,1.3039,20.79,-18.278907013,1.964528,101.633,64.74,-52.9,-30.1,0.53
2.979166667,0.161712735589206,-0.986837874804294,14.979,1.0576,20.78,-18.281706477,1.853446,101.6477,64.579,-36.0932,-28.3,0.61
3,0.141120008059867,-0.989992496600445,14.881,0.9,20.77,-18.285384433,1.759393,101.6608,64.932,-36.0932,-29.7666666666667,NA
3.020833333,0.120466032744308,-0.992717449708046,14.784,0.718,20.76,-18.28448848,1.766464,101.6801,65.515,-48.6647,-33.6,0.51
3.041666667,0.0997597727220104,-0.995011551564329,14.687,0.519,20.75,-18.277663647,1.828601,101.709,66.276,-5.4545,-30.9,0.53
3.0625,0.0790102167473897,-0.996873806281181,14.591,0.357,20.75,-18.270002875,1.812577,101.7456,67.03,-34.2981333333333,-41.6,NA
3.083333333,0.0582263693853812,-0.998303405738054,14.496,0.287,20.74,-18.263463138,1.7979387,101.7828,67.394,-27.172925,-38.9,0.58
3.104166667,0.0374172500772138,-0.999299729508949,14.402,0.135,20.73,-18.259339066,1.7680979,101.8186,67.721,-36.21834,-37.9,0.62
3.125,0.0165918922293479,-0.999862345081687,14.31,-0.099,20.72,-18.260470132,1.7227789,101.8505,68.492,0.4295,-27.1,0.52
3.145833333,-0.00424066669993958,-0.999991008332545,14.221,-0.343,20.71,-18.26409089,1.6960599,101.8725,69.558,-16.6136666666667,-20,0.49
3.166666667,-0.0250713861283977,-0.99968566339505,14.135,-0.617,20.7,-18.266128456,1.6375379,101.8935,70.678,-25.138,-23.1,0.51
3.1875,-0.0458912232727797,-0.9989464428219,14.051,-0.837,20.7,-18.265491785,1.6172348,101.9142,71.988,-25.138,-16.8632333333333,0.56
3.208333333,-0.0666911430725482,-0.997773667439503,13.972,-0.985,20.69,-18.264960424,1.6365036,101.9384,72.93,-25.138,-15.29485,NA
3.229166667,-0.0874621191077104,-0.996167846159064,13.895,-1.1234,20.68,-18.248587759,1.5119479,101.965,73.604,-20.6187,-7.4897,NA
3.25,-0.108195134530108,-0.994129676080546,13.821,-1.2843,20.67,-16.2807732283,1.3944801,102.0002,74.093,-10.5916,-4.09735,0.54
3.270833333,-0.128881191958662,-0.991660041727665,13.749,-1.4212,20.66,2.6045911867,1.3681031,102.0329,74.463,-25.090275,-4.09735,0.55
3.291666667,-0.149511314383614,-0.988760014802017,13.68,-1.6224,20.65,59.1094486367,1.4213125,102.0683,75.039,-16.0042,-0.705,0.42
3.3125,-0.170076546102494,-0.98543085422867,13.613,-1.5513,20.65,156.6504738367,1.4200759,102.1028,75.618,-1.2186,-7.3025,0.58
3.333333333,-0.190567962548261,-0.981674004774602,13.548,-1.0704,20.66,294.9824274107,1.6243496,102.1334,75.119,8.0657,-21.2016666666667,NA
3.354166667,-0.210976671176422,-0.977491096746828,13.485,-0.188,20.68,466.862501582,1.8564294,102.16,72.852,16.6271333333333,-13.9,0.64
3.375,-0.231293812402022,-0.972883945979446,13.428,1.0242,20.7,645.18997053,2.1425254,102.1833,69.269,19.213175,-49,0.51
3.395833333,-0.2515105693223,-0.967854551840912,13.381,2.466,20.72,784.53863523,2.2898604,102.1953,64.786,26.9459777777778,22.7,0.57
3.416666667,-0.271618168583228,-0.962405096877346,13.348,3.898,20.73,937.62499862,2.656965,102.1963,60.125,30.38926,32.8,0.5
3.4375,-0.291607881313853,-0.956537946741083,13.338,5.1906,20.73,1061.33944926,2.83951,102.1819,55.878,37.37926,48.3333333333333,0.62
3.458333333,-0.311471032705513,-0.950255647594563,13.359,6.3904,20.72,1069.53536916364,2.919712,102.1464,52.303,43.46926,89.5,0.56
3.479166667,-0.3311990028544,-0.943560925700218,13.416,7.5213,20.7,1054.25199685833,2.96106,102.0996,49.046,51.625,139.5,NA
3.5,-0.35078322768962,-0.936456687290796,13.514,8.5646,20.69,1038.10023808462,3.160638,102.0459,46.232,56.775,155,0.69
3.520833333,-0.370215208371552,-0.928946015380016,13.651,9.538,20.7272727272727,974.872571864286,3.44554090909091,101.823181818182,43.646,65.77,174,0.67
3.541666667,-0.389486512107149,-0.921032169300621,14.0745,10.3,20.75,897.59103228,3.72613416666667,101.641333333333,43.16,66.1,166,0.54
3.5625,-0.408588773068089,-0.912718584516998,14.45,10.8,20.7692307692308,848.238201366667,4.00693538461538,101.494923076923,43.183,66.6333333333333,201,0.73
3.583333333,-0.427513701571579,-0.904008868855039,14.78,11.1,20.7928571428571,783.16767328,4.13021357142857,101.374928571429,43.816,66.5230769230769,193,0.84
3.604166667,-0.446253084865208,-0.894906801990177,15.0643,11.3,20.8066666666667,689.045080626667,4.13720066666667,101.279466666667,44.502,65.95,157,0.78
3.625,-0.464798788031609,-0.88541633520302,15.308,11.4,20.7933333333333,557.283905804,3.94434133333333,101.273,45.523,58.3374133333333,152,NA
3.645833333,-0.483142762915847,-0.875541587043152,15.44,11.6,20.7866666666667,412.495265715333,3.67148066666667,101.271733333333,45.791,58.4217666666667,47.5,0.98
3.666666667,-0.501277048876774,-0.865286842769144,15.5573,11.5,20.78,271.328638784267,3.316116,101.2774,46.624,55.5734666666667,36.4,NA
3.6875,-0.519193773674651,-0.85465655404816,15.6567,11.2,20.7733333333333,144.664098786267,2.9083162,101.288666666667,48.42,49.9102,13,0.82
3.708333333,-0.536885162110279,-0.843655334070626,15.736,10.6,20.7666666666667,50.7021100356,2.57951753333333,101.303666666667,51.261,34.7204,-5.4755,0.74
3.729166667,-0.554343536739904,-0.832287956944407,15.7907,9.8901,20.7666666666667,3.9603080936,2.31527393333333,101.317733333333,54.761,5.046,-1.5721,0.71
3.75,-0.571561318742344,-0.820559357339561,15.82,9.0625,20.76,-14.8920316377333,2.11436713333333,101.3384,58.57,-58.65,-3.9697,0.66
3.770833333,-0.58853103623612,-0.808474625072945,15.826,8.2594,20.7533333333333,-18.2581725153333,1.96522106666667,101.3608,62.422,-18.3359166666667,0.353,0.71
3.791666667,-0.605245324955126,-0.79603900445893,15.8113,7.5467,20.74,-18.2931469746667,1.94771746666667,101.3832,66.094,-69.6,4.3014,0.64
3.8125,-0.621696929091873,-0.783257893900684,15.78,7.0278,20.7266666666667,-18.2817608013333,1.93105513333333,101.4048,68.848,-69.6,-6.286,NA
3.833333333,-0.63787870926014,-0.770136839965871,15.7367,6.6524,20.7133333333333,-18.274241988,1.91714686666667,101.428533333333,70.631,-80.4,-11.6,0.69
3.854166667,-0.653783643128768,-0.756681536696433,15.686,6.3108,20.7066666666667,-18.269513598,2.04673033333333,101.448133333333,72.105,-91.2,-6.1378,0.74
3.875,-0.669404826237736,-0.742897825147999,15.6293,6.0104,20.7,-18.2646045133333,2.2278324,101.466133333333,73.06,-91.2,-8.7816,0.64
3.895833333,-0.684735479575229,-0.728791686979812,15.5693,5.8335,20.7,-18.2593703253333,2.4856598,101.482933333333,72.726,-90.4,-1.3975,NA
3.916666667,-0.699768950167092,-0.714369243726272,15.5087,5.8338,20.7,-18.261267702,2.66886946666667,101.494933333333,71.22,-98.2,-1.8493,0.71
3.9375,-0.714498711862537,-0.699636756286272,15.4507,5.8147,20.7,-18.2655411173333,2.80236933333333,101.501466666667,69.751,-66.7333333333333,-0.942,0.66
3.958333333,-0.728918372496053,-0.684600618052384,15.396,5.8149,20.6933333333333,-18.26682572,2.84315466666667,101.502866666667,68.091,-52.9,0.306,NA
3.979166667,-0.743021674430208,-0.669267354147003,15.346,5.8023,20.6866666666667,-18.27151626,2.844616,101.5016,66.682,-36.0932,1.1365,0.54
4,-0.756802495307928,-0.653643620863612,15.2993,5.8085,20.68,-18.2775132973333,2.791394,101.498,66.058,-36.0932,-1.5098,0.6
4.020833333,-0.770254854771277,-0.63773619836205,15.2553,5.6879,20.6733333333333,-18.2416483606667,2.85013066666667,101.501333333333,66.604,-48.6647,0.271,0.66
4.041666667,-0.783372914955485,-0.621551989872244,15.212,5.615,20.6666666666667,-18.234057572,2.88690133333333,101.5118,67.084,-5.4545,-1.3318,0.58
4.0625,-0.796150981204866,-0.605098021089583,15.17,5.4553,20.6733333333333,-18.2072962593333,2.86282066666667,101.525666666667,68.524,-34.2981333333333,1.8048,0.55
4.083333333,-0.808583508322225,-0.588381432464793,15.128,5.29,20.6733333333333,-18.201434538,2.8108158,101.5406,70.236,-27.172925,11.1,NA
4.104166667,-0.820665101012197,-0.57140947837837,15.0873,5.0688,20.6733333333333,-17.9606024506667,2.71800793333333,101.556,71.648,-36.21834,0.55,0.63
4.125,-0.832390514557987,-0.554189526492417,15.0467,4.8293,20.6866666666667,-17.802231396,2.57206126666667,101.5652,73.007,0.4295,-0.0636,0.66
4.145833333,-0.843754660577023,-0.53672904966524,15.008,4.5364,20.7066666666667,-17.421350582,2.51547726666667,101.568466666667,74.91,-16.6136666666667,3.2605,NA
4.166666667,-0.854752607411852,-0.519035625099704,14.9707,4.3294,20.7266666666667,-17.4442002073333,2.52020993333333,101.575,76.175,-25.138,-2.1025,0.52
4.1875,-0.865379580765082,-0.501116933654064,14.9347,4.2375,20.7533333333333,-17.4426828886667,2.57287786666667,101.583666666667,76.947,-25.138,1.622,0.5
4.208333333,-0.875630968938785,-0.482980751412853,14.9013,4.2078,20.78,-17.5717768013333,2.5822624,101.597933333333,77.351,-25.138,-0.24025,NA
4.229166667,-0.885502323171439,-0.46463494881249,14.87,4.1343,20.8,-17.4691789606667,2.43514593333333,101.618466666667,77.902,-20.6187,-2.69515,0.56
4.25,-0.894989358228583,-0.446087489913793,14.8407,4.0255,20.84,-16.3326713302,2.25714406666667,101.647733333333,78.416,-10.5916,-6.95685,0.6
4.270833333,-0.904087957105517,-0.427346423662082,14.8127,3.9059,20.9,-3.22049664753333,2.1197114,101.678066666667,78.975,-25.090275,-7.0123,0.53
4.291666667,-0.912794171308967,-0.408419882993442,14.7867,3.7136,20.9666666666667,36.7133124438,1.99807233333333,101.710133333333,79.912,-19.5694666666667,-6.9014,0.64
4.3125,-0.921104221401152,-0.38931608407177,14.762,3.6773,21.0466666666667,104.681067755133,1.8892166,101.74,81.07,-40.1457333333333,-3.3786,NA
4.333333333,-0.929014501147414,-0.37004331727221,14.738,3.935,21.1333333333333,199.933876911133,1.9622264,101.767933333333,81.281,-17.14744,-2.6861,NA
4.354166667,-0.936521577741509,-0.350609946271572,14.7147,4.4955,21.2,321.995110796,2.05305626666667,101.791666666667,79.998,-5.30465,4.2979,0.53
4.375,-0.943622192300962,-0.331024407252887,14.6947,5.3004,21.24,446.197724803333,2.1698016,101.8128,77.671,1.15054,9.3456,0.45
4.395833333,-0.950313263443425,-0.311295199647389,14.6807,6.2652,21.2733333333333,544.011722185333,2.21976093333333,101.827533333333,74.687,9.11943636363636,-25,0.61
4.416666667,-0.956591887454718,-0.291430885212634,14.676,7.225,21.2866666666667,653.531115592667,2.39947333333333,101.835066666667,71.493,25.4266,4.1899,0.56
4.4375,-0.962455338733539,-0.271440087207671,14.6867,8.0881,21.2866666666667,762.150682445333,2.46833466666667,101.827333333333,68.385,26.0827166666667,63.3,NA
4.458333333,-0.967901072782581,-0.251331480929725,14.7187,8.9228,21.28,817.524825519375,2.569794,101.802,65.485,42.2577166666667,49,0.67
4.479166667,-0.972926726318673,-0.231113792783619,14.776,9.7324,21.2666666666667,839.354165455294,2.61637066666667,101.766133333333,62.309,57.4346153846154,17.4,0.67
4.5,-0.977530117665097,-0.21079579943078,14.8627,10.5,21.26,853.211799294444,2.769454,101.723066666667,59.27,61.3961538461539,1.3582,0.89
4.520833333,-0.981709249145796,-0.190386318157573,14.978,11.2,21.24375,823.798808926316,3.051726875,101.5831875,56.144,70.7214285714286,10.413275,0.87
4.541666667,-0.985462307137179,-0.169894205939665,15.2125,11.6,21.2235294117647,760.57670112,3.3321,101.465823529412,53.777,78.2928571428571,-4.3051,0.84
4.5625,-0.988787662406511,-0.149328358568183,15.4365,11.8,21.2055555555556,699.862803275,3.55552944444444,101.368333333333,52.159,75.6857142857143,27.2,0.74
4.583333333,-0.99168387189987,-0.128697700887321,15.6439,11.9,21.1947368421053,638.405450495,3.74529789473684,101.288736842105,51.563,69.0571428571429,63.2,0.74
4.604166667,-0.994149678735402,-0.108011185857286,15.8274,11.8,21.18,557.377585535,3.7968315,101.22555,51.67,68.3533333333333,78,0.71
4.625,-0.996184012486479,-0.0872777936610349,15.986,11.6,21.17,448.3366795265,3.7088145,101.2261,52.455,58.3374133333333,17.2,0.88
4.645833333,-0.997785990356406,-0.0665065218492608,16.0925,11.5,21.16,333.656415417,3.535672,101.22995,53.126,58.4217666666667,6.9079,0.85
4.666666667,-0.998954917113164,-0.0457063844055954,16.1825,11.2,21.15,221.2084915557,3.2958835,101.2414,54.31,55.5734666666667,7.4426,0.85
4.6875,-0.999690285316223,-0.0248864108374021,16.2535,10.8,21.14,119.3634559407,2.95563765,101.25395,56.161,49.9102,-1.9855,NA
4.708333333,-0.999991775873418,-0.0040556362666316,16.305,10.1,21.13,41.7153379222,2.66189065,101.26805,58.331,34.7204,-4.3189,NA
4.729166667,-0.999859257917432,0.0167768994990733,16.3335,9.422,21.125,1.9229967832,2.39594495,101.28115,60.891,-29.135,-3.9308,1.07
4.75,-0.999292788975378,0.0376021528879766,16.34,8.7128,21.12,-15.4088256568,2.20852785,101.30035,63.723,-58.65,-10,0.79
4.770833333,-0.998292614905667,0.0584110864888273,16.3265,8.0524,21.115,-18.258901807,2.0722518,101.3213,66.46,-26.223,-6.0601,1
4.791666667,-0.996859169716719,0.0791946699702271,16.296,7.4812,21.1,-18.290282682,2.0432711,101.34295,69.001,-69.6,-2.2698,NA
4.8125,-0.994993075678648,0.0999438810110212,16.253,7.0698,21.085,-18.2818351735,2.07843735,101.36235,70.855,-69.6,-7.1189,0.99
4.833333333,-0.992695142640369,0.120649715201556,16.2015,6.7657,21.07,-18.2769912325,2.08724065,101.3836,71.947,-80.4,-4.8502,0.69
4.854166667,-0.989966367791246,0.141303186949929,16.145,6.477,21.06,-18.2740966825,2.22625975,101.40115,72.742,-91.2,-10.1,NA
